"Influenza Hospitalization Rates (per 100,000 population) for the FluSurv-NET Network (downloaded on "Jul-27-2019)
Rhode Island,IHSP,2011-12,2011,46,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2011,47,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2011,48,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2011,49,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2011,50,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2011,51,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2011,52,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2012,1,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2012,2,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2012,3,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2012,4,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2012,5,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2012,6,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2012,7,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2012,8,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2012,9,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2012,10,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2012,11,0-4 yr,0,0
Rhode Island,IHSP,2011-12,2012,12,0-4 yr,5.4,5.4
Rhode Island,IHSP,2011-12,2012,13,0-4 yr,5.4,0
Rhode Island,IHSP,2011-12,2012,14,0-4 yr,5.4,0
Rhode Island,IHSP,2011-12,2012,15,0-4 yr,5.4,0
Rhode Island,IHSP,2011-12,2012,16,0-4 yr,8.1,2.7
Rhode Island,IHSP,2011-12,2012,17,0-4 yr,8.1,0
Rhode Island,IHSP,2011-12,2011,40,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2011,41,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2011,42,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2011,43,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2011,44,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2011,45,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2011,46,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2011,47,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2011,48,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2011,49,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2011,50,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2011,51,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2011,52,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2012,1,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2012,2,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2012,3,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2012,4,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2012,5,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2012,6,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2012,7,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2012,8,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2012,9,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2012,10,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2012,11,5-17 yr,0,0
Rhode Island,IHSP,2011-12,2012,12,5-17 yr,1,1
Rhode Island,IHSP,2011-12,2012,13,5-17 yr,1,0
Rhode Island,IHSP,2011-12,2012,14,5-17 yr,3,2
Rhode Island,IHSP,2011-12,2012,15,5-17 yr,3,0
Rhode Island,IHSP,2011-12,2012,16,5-17 yr,5.1,2
Rhode Island,IHSP,2011-12,2012,17,5-17 yr,6.1,1
Rhode Island,IHSP,2011-12,2011,40,18-49 yr,0,0
Rhode Island,IHSP,2011-12,2011,41,18-49 yr,0,0
Rhode Island,IHSP,2011-12,2011,42,18-49 yr,0,0
Rhode Island,IHSP,2011-12,2011,43,18-49 yr,0,0
Rhode Island,IHSP,2011-12,2011,44,18-49 yr,0.3,0.3
Rhode Island,IHSP,2011-12,2011,45,18-49 yr,0.3,0
Rhode Island,IHSP,2011-12,2011,46,18-49 yr,0.3,0
Rhode Island,IHSP,2011-12,2011,47,18-49 yr,0.3,0
Rhode Island,IHSP,2011-12,2011,48,18-49 yr,0.3,0
Rhode Island,IHSP,2011-12,2011,49,18-49 yr,0.7,0.3
Rhode Island,IHSP,2011-12,2011,50,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2011,51,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2011,52,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2012,1,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2012,2,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2012,3,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2012,4,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2012,5,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2012,6,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2012,7,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2012,8,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2012,9,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2012,10,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2012,11,18-49 yr,0.7,0
Rhode Island,IHSP,2011-12,2012,12,18-49 yr,2.4,1.7
Rhode Island,IHSP,2011-12,2012,13,18-49 yr,2.4,0
Rhode Island,IHSP,2011-12,2012,14,18-49 yr,2.8,0.3
Rhode Island,IHSP,2011-12,2012,15,18-49 yr,2.8,0
Rhode Island,IHSP,2011-12,2012,16,18-49 yr,2.8,0
Rhode Island,IHSP,2011-12,2012,17,18-49 yr,3.5,0.7
Rhode Island,IHSP,2011-12,2011,40,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2011,41,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2011,42,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2011,43,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2011,44,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2011,45,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2011,46,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2011,47,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2011,48,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2011,49,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2011,50,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2011,51,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2011,52,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2012,1,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2012,2,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2012,3,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2012,4,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2012,5,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2012,6,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2012,7,50-64 yr,0,0
Rhode Island,IHSP,2011-12,2012,8,50-64 yr,0.8,0.8
Rhode Island,IHSP,2011-12,2012,9,50-64 yr,1.7,0.8
Rhode Island,IHSP,2011-12,2012,10,50-64 yr,1.7,0
Rhode Island,IHSP,2011-12,2012,11,50-64 yr,1.7,0
Rhode Island,IHSP,2011-12,2012,12,50-64 yr,2.5,0.8
Rhode Island,IHSP,2011-12,2012,13,50-64 yr,3.4,0.8
Rhode Island,IHSP,2011-12,2012,14,50-64 yr,5.9,2.5
Rhode Island,IHSP,2011-12,2012,15,50-64 yr,5.9,0
Rhode Island,IHSP,2011-12,2012,16,50-64 yr,6.7,0.8
Rhode Island,IHSP,2011-12,2012,17,50-64 yr,8.4,1.7
Rhode Island,IHSP,2011-12,2011,40,65+ yr,0,0
Rhode Island,IHSP,2011-12,2011,41,65+ yr,0,0
Rhode Island,IHSP,2011-12,2011,42,65+ yr,0,0
Rhode Island,IHSP,2011-12,2011,43,65+ yr,0,0
Rhode Island,IHSP,2011-12,2011,44,65+ yr,1.2,1.2
Rhode Island,IHSP,2011-12,2011,45,65+ yr,1.2,0
Rhode Island,IHSP,2011-12,2011,46,65+ yr,1.2,0
Rhode Island,IHSP,2011-12,2011,47,65+ yr,1.2,0
Rhode Island,IHSP,2011-12,2011,48,65+ yr,1.2,0
Rhode Island,IHSP,2011-12,2011,49,65+ yr,1.2,0
Rhode Island,IHSP,2011-12,2011,50,65+ yr,1.2,0
Rhode Island,IHSP,2011-12,2011,51,65+ yr,1.2,0
Rhode Island,IHSP,2011-12,2011,52,65+ yr,2.4,1.2
Rhode Island,IHSP,2011-12,2012,1,65+ yr,3.5,1.2
Rhode Island,IHSP,2011-12,2012,2,65+ yr,3.5,0
Rhode Island,IHSP,2011-12,2012,3,65+ yr,3.5,0
Rhode Island,IHSP,2011-12,2012,4,65+ yr,3.5,0
Rhode Island,IHSP,2011-12,2012,5,65+ yr,3.5,0
Rhode Island,IHSP,2011-12,2012,6,65+ yr,3.5,0
Rhode Island,IHSP,2011-12,2012,7,65+ yr,3.5,0
Rhode Island,IHSP,2011-12,2012,8,65+ yr,3.5,0
Rhode Island,IHSP,2011-12,2012,9,65+ yr,5.9,2.4
Rhode Island,IHSP,2011-12,2012,10,65+ yr,5.9,0
Rhode Island,IHSP,2011-12,2012,11,65+ yr,5.9,0
Rhode Island,IHSP,2011-12,2012,12,65+ yr,10.6,4.7
Rhode Island,IHSP,2011-12,2012,13,65+ yr,14.1,3.5
Rhode Island,IHSP,2011-12,2012,14,65+ yr,17.7,3.5
Rhode Island,IHSP,2011-12,2012,15,65+ yr,18.8,1.2
Rhode Island,IHSP,2011-12,2012,16,65+ yr,28.2,9.4
Rhode Island,IHSP,2011-12,2012,17,65+ yr,29.4,1.2
Rhode Island,IHSP,2011-12,2011,40,Overall,0,0
Rhode Island,IHSP,2011-12,2011,41,Overall,0,0
Rhode Island,IHSP,2011-12,2011,42,Overall,0,0
Rhode Island,IHSP,2011-12,2011,43,Overall,0,0
Rhode Island,IHSP,2011-12,2011,44,Overall,0.3,0.3
Rhode Island,IHSP,2011-12,2011,45,Overall,0.3,0
Rhode Island,IHSP,2011-12,2011,46,Overall,0.3,0
Rhode Island,IHSP,2011-12,2011,47,Overall,0.3,0
Rhode Island,IHSP,2011-12,2011,48,Overall,0.3,0
Rhode Island,IHSP,2011-12,2011,49,Overall,0.5,0.2
Rhode Island,IHSP,2011-12,2011,50,Overall,0.5,0
Rhode Island,IHSP,2011-12,2011,51,Overall,0.5,0
Rhode Island,IHSP,2011-12,2011,52,Overall,0.6,0.2
Rhode Island,IHSP,2011-12,2012,1,Overall,0.8,0.2
Rhode Island,IHSP,2011-12,2012,2,Overall,0.8,0
Rhode Island,IHSP,2011-12,2012,3,Overall,0.8,0
Rhode Island,IHSP,2011-12,2012,4,Overall,0.8,0
Rhode Island,IHSP,2011-12,2012,5,Overall,0.8,0
Rhode Island,IHSP,2011-12,2012,6,Overall,0.8,0
Rhode Island,IHSP,2011-12,2012,7,Overall,0.8,0
Rhode Island,IHSP,2011-12,2012,8,Overall,1,0.2
Rhode Island,IHSP,2011-12,2012,9,Overall,1.4,0.5
Rhode Island,IHSP,2011-12,2012,10,Overall,1.4,0
Rhode Island,IHSP,2011-12,2012,11,Overall,1.4,0
Rhode Island,IHSP,2011-12,2012,12,Overall,3.5,2.1
Rhode Island,IHSP,2011-12,2012,13,Overall,4.1,0.6
Rhode Island,IHSP,2011-12,2012,14,Overall,5.6,1.4
Rhode Island,IHSP,2011-12,2012,15,Overall,5.7,0.2
Rhode Island,IHSP,2011-12,2012,16,Overall,7.7,1.9
Rhode Island,IHSP,2011-12,2012,17,Overall,8.6,1
Rhode Island,IHSP,2011-12,2011,40,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2011,41,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2011,42,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2011,43,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2011,44,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2011,45,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2011,46,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2011,47,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2011,48,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2011,49,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2011,50,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2011,51,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2011,52,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2012,1,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2012,2,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2012,3,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2012,4,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2012,5,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2012,6,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2012,7,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2012,8,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2012,9,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2012,10,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2012,11,65-74 yr,0,0
Rhode Island,IHSP,2011-12,2012,12,65-74 yr,4.9,4.9
Rhode Island,IHSP,2011-12,2012,13,65-74 yr,4.9,0
Rhode Island,IHSP,2011-12,2012,14,65-74 yr,7.3,2.4
Rhode Island,IHSP,2011-12,2012,15,65-74 yr,7.3,0
Rhode Island,IHSP,2011-12,2012,16,65-74 yr,9.8,2.4
Rhode Island,IHSP,2011-12,2012,17,65-74 yr,9.8,0
Rhode Island,IHSP,2011-12,2011,40,75-84 yr,0,0
Rhode Island,IHSP,2011-12,2011,41,75-84 yr,0,0
Rhode Island,IHSP,2011-12,2011,42,75-84 yr,0,0
Rhode Island,IHSP,2011-12,2011,43,75-84 yr,0,0
Rhode Island,IHSP,2011-12,2011,44,75-84 yr,3.6,3.6
Rhode Island,IHSP,2011-12,2011,45,75-84 yr,3.6,0
Rhode Island,IHSP,2011-12,2011,46,75-84 yr,3.6,0
Rhode Island,IHSP,2011-12,2011,47,75-84 yr,3.6,0
Rhode Island,IHSP,2011-12,2011,48,75-84 yr,3.6,0
Rhode Island,IHSP,2011-12,2011,49,75-84 yr,3.6,0
Rhode Island,IHSP,2011-12,2011,50,75-84 yr,3.6,0
Rhode Island,IHSP,2011-12,2011,51,75-84 yr,3.6,0
Rhode Island,IHSP,2011-12,2011,52,75-84 yr,3.6,0
Rhode Island,IHSP,2011-12,2012,1,75-84 yr,7.1,3.6
Rhode Island,IHSP,2011-12,2012,2,75-84 yr,7.1,0
Rhode Island,IHSP,2011-12,2012,3,75-84 yr,7.1,0
Rhode Island,IHSP,2011-12,2012,4,75-84 yr,7.1,0
Rhode Island,IHSP,2011-12,2012,5,75-84 yr,7.1,0
Rhode Island,IHSP,2011-12,2012,6,75-84 yr,7.1,0
Rhode Island,IHSP,2011-12,2012,7,75-84 yr,7.1,0
Rhode Island,IHSP,2011-12,2012,8,75-84 yr,7.1,0
Rhode Island,IHSP,2011-12,2012,9,75-84 yr,14.2,7.1
Rhode Island,IHSP,2011-12,2012,10,75-84 yr,14.2,0
Rhode Island,IHSP,2011-12,2012,11,75-84 yr,14.2,0
Rhode Island,IHSP,2011-12,2012,12,75-84 yr,17.8,3.6
Rhode Island,IHSP,2011-12,2012,13,75-84 yr,21.3,3.6
Rhode Island,IHSP,2011-12,2012,14,75-84 yr,28.4,7.1
Rhode Island,IHSP,2011-12,2012,15,75-84 yr,28.4,0
Rhode Island,IHSP,2011-12,2012,16,75-84 yr,46.2,17.8
Rhode Island,IHSP,2011-12,2012,17,75-84 yr,46.2,0
Rhode Island,IHSP,2011-12,2011,40,85+,0,0
Rhode Island,IHSP,2011-12,2011,41,85+,0,0
Rhode Island,IHSP,2011-12,2011,42,85+,0,0
Rhode Island,IHSP,2011-12,2011,43,85+,0,0
Rhode Island,IHSP,2011-12,2011,44,85+,0,0
Rhode Island,IHSP,2011-12,2011,45,85+,0,0
Rhode Island,IHSP,2011-12,2011,46,85+,0,0
Rhode Island,IHSP,2011-12,2011,47,85+,0,0
Rhode Island,IHSP,2011-12,2011,48,85+,0,0
Rhode Island,IHSP,2011-12,2011,49,85+,0,0
Rhode Island,IHSP,2011-12,2011,50,85+,0,0
Rhode Island,IHSP,2011-12,2011,51,85+,0,0
Rhode Island,IHSP,2011-12,2011,52,85+,6.3,6.3
Rhode Island,IHSP,2011-12,2012,1,85+,6.3,0
Rhode Island,IHSP,2011-12,2012,2,85+,6.3,0
Rhode Island,IHSP,2011-12,2012,3,85+,6.3,0
Rhode Island,IHSP,2011-12,2012,4,85+,6.3,0
Rhode Island,IHSP,2011-12,2012,5,85+,6.3,0
Rhode Island,IHSP,2011-12,2012,6,85+,6.3,0
Rhode Island,IHSP,2011-12,2012,7,85+,6.3,0
Rhode Island,IHSP,2011-12,2012,8,85+,6.3,0
Rhode Island,IHSP,2011-12,2012,9,85+,6.3,0
Rhode Island,IHSP,2011-12,2012,10,85+,6.3,0
Rhode Island,IHSP,2011-12,2012,11,85+,6.3,0
Rhode Island,IHSP,2011-12,2012,12,85+,12.5,6.3
Rhode Island,IHSP,2011-12,2012,13,85+,25.1,12.5
Rhode Island,IHSP,2011-12,2012,14,85+,25.1,0
Rhode Island,IHSP,2011-12,2012,15,85+,31.4,6.3
Rhode Island,IHSP,2011-12,2012,16,85+,43.9,12.5
Rhode Island,IHSP,2011-12,2012,17,85+,50.2,6.3
Rhode Island,IHSP,2012-13,2012,40,0-4 yr,0,0
Rhode Island,IHSP,2012-13,2012,41,0-4 yr,0,0
Rhode Island,IHSP,2012-13,2012,42,0-4 yr,0,0
Rhode Island,IHSP,2012-13,2012,43,0-4 yr,0,0
Rhode Island,IHSP,2012-13,2012,44,0-4 yr,0,0
Rhode Island,IHSP,2012-13,2012,45,0-4 yr,0,0
Rhode Island,IHSP,2012-13,2012,46,0-4 yr,0,0
Rhode Island,IHSP,2012-13,2012,47,0-4 yr,5.5,5.5
Rhode Island,IHSP,2012-13,2012,48,0-4 yr,10.9,5.5
Rhode Island,IHSP,2012-13,2012,49,0-4 yr,10.9,0
Rhode Island,IHSP,2012-13,2012,50,0-4 yr,21.9,10.9
Rhode Island,IHSP,2012-13,2012,51,0-4 yr,27.4,5.5
Rhode Island,IHSP,2012-13,2012,52,0-4 yr,43.8,16.4
Rhode Island,IHSP,2012-13,2013,1,0-4 yr,52,8.2
Rhode Island,IHSP,2012-13,2013,2,0-4 yr,52,0
Rhode Island,IHSP,2012-13,2013,3,0-4 yr,52,0
Rhode Island,IHSP,2012-13,2013,4,0-4 yr,52,0
Rhode Island,IHSP,2012-13,2013,5,0-4 yr,52,0
Rhode Island,IHSP,2012-13,2013,6,0-4 yr,52,0
Rhode Island,IHSP,2012-13,2013,7,0-4 yr,52,0
Rhode Island,IHSP,2012-13,2013,8,0-4 yr,52,0
Rhode Island,IHSP,2012-13,2013,9,0-4 yr,52,0
Rhode Island,IHSP,2012-13,2013,10,0-4 yr,54.7,2.7
Rhode Island,IHSP,2012-13,2013,11,0-4 yr,54.7,0
Rhode Island,IHSP,2012-13,2013,12,0-4 yr,57.5,2.7
